last milk,AI bull no ISR,last SCC,AI type,not for AI,exp. Calving,at milk,preg,lact no,status,barach,group,group name,cull date,enter way,breed,MGS,sex,cow name,tag color,no.tag plasic,no tag ,burn no,government no,sire,se number,computer no,cow no,computer mom,avg milk last 10 days,avg milkig time in last 10 days,brd milk kg,brd fat kg,brd prot kg,brd fat pre,brd prot pre,brd SCC,brd ECM,udder,ati,legs,brd milk mom,brd fat kg mom,brd prot mom,brd fat pre mom,brd prot pre mom,brd SCC mom,brd ecm mom,brd tpi mom,brd udder mom,brd legs mom,brd milk sire,brd fat kg sire,brd prot kg sire,brd fat pre sire,brd prot pre sire,brd SCC sire,brd ecm sire,brd tpi sire,brd udder sire,brd legs sire,brd dau fertilty,brd still birth,brd calvig easy,birth date,exit way,exit erson,exiy weight,price per kg,exit price,bayer,calving date,dry date,last dhi date,no dhi ater calving,pl milk kg,last AI date,pl Fat kg,pl prot kg,pl kaktuz_miz,adjust milk kg,adjust fat kg,adjust prot kg,mom se,mom name,DMI,days in preg,bayer name,byaer farm nmae,days after AI,days till next calving,days till dry,enter whight,wining wheight,growth rate,growth rate total,days after dry,BCS date after calvig ,total wight,BCS pick milk date,BCS pick milk,BCS dry date,BCS dry,BCS half dry date,BCS half dry,avg milk,avg ecm,wested days AI,open days,rest days,SCC calc1,ECM total at lact,ecm according the heard,no of milking by day,last DHI date,last heating date,last abortion,adjust ecm,edjust ecm prev lact,adjust prot kg prev lact,adjust milk prev lact,adjust fat kg prev lact,DIM prev lact,mate 1,inseminator name,highet,exp milk kg 305,exp fat kg 305,exp ecm 305,exp prot kg ,match bull,exp exm 305 ?,age by month,adjust ecm,feed lot,days till dry,rep,AI time,fat pre DHI,prot pre DHI,supply,pl prot pre,efect preg date,pl milk,highet date,last calving days in dry,for cull,pl fat pre,preg,PGS,date molk day,last calvig date,fat/prot,last milk1,?,last whight,last wheight date,enter date,enter last date,days in last group,?,last se,birth month,whight1,whight2,whight3,whight4,whight5,whight6,whight7,whight8,whight rate 1,whight rate 2,whight rate 3,whight rate 4,whight rate 5,whight rate 6,whight rate 7,whight rate 8,whight date 1,whight date 2,whight date 3,whight date 4,whight date 5,whight date 6,whight date 7,whight date 8,date pick milk,kg at pick,bying price,?,last vet ,last vet diagnosis,sorting,vac date ,vac drug,last gov no,age in 1 lact,persistence 1,persistence 1,no live bull,live bulld fate,colestrom value1,colestrom value2,refractometers value,remark,last AI date
4.9,,144,,0,,1,0,1,0,3,94,מבכירות*,20/06/2004,1,1,3308,2,,,,,1105,,3961,1105,246,1105,277697081,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/02/2002,4,61,,,,1,03/06/2004,,13/06/2004,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,28.4,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,03/06/2004,,,,568,30/11/2003,,,,,,05/02/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
37,,41,,1,,1,0,2,0,3,93,חולבות*,05/01/2006,1,1,3289,2,,,,,1106,,3885,1106,247,1106,181697081,19.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/02/2002,4,60,,,,1,06/07/2005,,22/12/2005,6,6738.7,0,230.9,192.6,0,11089.7,372.1,325.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6206,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10193,46.9,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,06/07/2005,,,,621,30/11/2003,,,,,,06/02/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
34.3,,200,,1,,1,0,2,0,3,93,חולבות*,14/08/2005,1,1,3630,2,,,,,1107,,3803,1107,251,1107,384697081,31.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/02/2002,4,30,,,,1,21/06/2005,,18/07/2005,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,41.6,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,21/06/2005,,,,613,30/11/2003,,,,,,21/02/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,13/03/2002,1,1,3258,2,,,,,,,3949,-183,255,-183,283697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2002,4,81,,,,0,13/03/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,תאומה לזכר -לא להזרעה,,04/12/2014,,,,,,,,,,,,13/03/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
35.8,7208,262,2,1,,1,0,2,0,3,1,חולבות,06/03/2006,1,1,3208,2,,,,,1108,,3652,1108,256,1108,231697081,18.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/03/2002,4,24,,,,1,31/05/2005,,20/02/2006,9,10839.5,5,387.8,358.2,0,12120.6,429.2,394.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,10981,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11933,47.6,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,31/05/2005,,,,613,30/11/2003,,,,,,16/03/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,12/01/2006
,,,,0,,0,0,0,0,2,92,עגלות*,27/03/2002,1,1,3212,2,,,,,,,3661,-186,259,-186,162697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/12/2001,4,81,,,,0,18/12/2001,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,3.2,,0,,,00:00,,,,,,,04/12/2014,,0,,תאומה לזכר -לא להזרעה,,04/12/2014,,,,,,,,,,,,18/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
51.9,5451,66,2,0,,1,0,7,0,3,1,חולבות,11/10/2011,1,1,3304,2,,,,,1126,,3826,1126,308,1126,300697081,1,1,23,-8.1,-3.7,-0.08,-0.04,-0.29,-285,99,-323,103,,,,,,,,,,,,,,,,,,,,,,0.77,1.48,14/08/2002,4,53,,,,1,22/06/2011,,05/09/2011,2,5020.3,1,179.1,142.4,0,12040.2,393.4,353.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4671,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10900,109.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,22/06/2011,,,,432,30/11/2003,,,,,,14/08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,20/09/2011
40.1,,18,,0,,1,0,2,0,3,93,חולבות*,01/02/2006,1,1,3089,2,,,,,1127,,5259,1127,309,1127,310697081,30,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/08/2002,4,60,,,,1,09/11/2005,,22/01/2006,3,2863.6,0,124.2,92.5,0,9655.3,344,315.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3068,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10059,41.4,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,09/11/2005,,,,487,30/11/2003,,,,,,17/08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,04/11/2003,1,1,2357,2,,,,,1128,,3744,1128,310,1128,56697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/08/2002,4,99,,,,1,17/08/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.6,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,320,30/06/2003,,,,,,17/08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
18.6,,359,,1,,1,0,2,0,3,1,חולבות,31/10/2006,1,1,3595,2,,,,,1129,,3795,1129,312,1129,4,9.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2002,4,69,,,,1,04/11/2005,,30/10/2006,12,12801.1,0,506.3,423.7,0,11724.3,449.7,376.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13435,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12099,50.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,04/11/2005,,,,438,30/11/2003,,,,,,24/08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
42.6,5447,826,2,1,,1,0,5,0,3,1,חולבות,03/03/2009,1,1,3607,2,,,,,1130,,3744,1130,313,1130,415697081,24.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/08/2002,4,60,,,,1,22/10/2008,,19/02/2009,4,4981.3,1,191.1,174.1,0,10742.9,363.6,368.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5333,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11241,78.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,22/10/2008,,,,496,30/11/2003,,,,,,24/08/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,21/01/2009
23.3,,1419,,0,,1,0,5,0,3,1,חולבות,13/08/2009,1,1,3212,2,,,,,1145,,5232,1145,352,1145,210697081,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/10/2002,4,62,,,,1,04/07/2009,,12/07/2009,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,81.4,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,04/07/2009,,,,384,30/11/2003,,,,,,27/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
26.9,,341,,0,,1,0,1,0,3,94,מבכירות*,04/01/2005,1,1,3586,2,,,,,1146,,3731,1146,353,1146,16,16.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2002,4,62,,,,1,07/12/2004,,21/12/2004,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,26.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,07/12/2004,,,,447,30/11/2003,,,,,,28/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
30.6,4945,88,2,1,,1,0,3,0,3,1,חולבות,17/01/2008,1,1,3586,2,,,,,1147,,3744,1147,355,1147,47,6.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/11/2002,4,41,,,,1,27/11/2006,,26/12/2007,13,16830.2,1,680.4,581.9,0,13100.3,503,417.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,18235,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13799,62.4,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,27/11/2006,,,,414,30/11/2003,,,,,,01/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,20/03/2007
,,,,0,,0,0,0,0,2,92,עגלות*,15/11/2002,1,1,,2,,,,,1148,,5216,1148,357,1148,155697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/11/2002,3,15,,,,0,08/11/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,08/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
22.8,7375,147,2,1,,1,0,2,0,3,1,חולבות,10/01/2007,1,1,3274,2,,,,,1149,,5216,1149,360,1149,256697081,9.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/11/2002,4,24,,,,1,12/12/2005,,25/12/2006,13,13039.6,7,503.3,446,0,11380.4,432.5,368.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13819,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11588,49.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,12/12/2005,,,,378,30/11/2003,,,,,,15/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,05/08/2006
8.2,5579,4165,2,0,20/05/2009,0,1,4,0,3,2,יבשות,19/04/2009,1,1,3376,2,,,,,1150,,3744,1150,362,1150,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2002,4,69,,,,1,22/03/2008,23/03/2009,23/03/2009,13,12225.6,3,462,428.3,0,10974,416.9,382.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13041,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11879,76.9,,0,,,00:00,,,,,16/08/2008,,04/12/2014,,0,,,,04/12/2014,22/03/2008,,,,390,30/11/2003,,,,,,16/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,16/08/2008
,,,,0,,0,0,0,0,2,92,עגלות*,16/11/2002,1,1,3304,2,,,,,,,5232,-245,364,-245,260697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2002,4,80,,,,0,16/11/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,תאומה לזכר -לא להזרעה,,04/12/2014,,,,,,,,,,,,16/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
31,,187,,0,,1,0,2,0,3,93,חולבות*,01/02/2006,1,1,3338,2,,,,,1151,,5216,1151,365,1151,332697081,28.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/11/2002,4,60,,,,1,31/12/2005,,22/01/2006,1,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,38.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,31/12/2005,,,,380,30/11/2003,,,,,,16/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
23.8,,1402,,0,,1,0,1,0,3,94,מבכירות*,02/01/2005,1,1,3879,2,,,,,1152,,5241,1152,366,1152,31,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/11/2002,4,99,,,,1,29/10/2004,,21/12/2004,2,1119.7,0,48.6,37,0,8499.2,308.4,267.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,1215,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7264,25.5,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,29/10/2004,,,,385,30/11/2003,,,,,,17/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,20/11/2002,1,1,3212,2,,,,,,,5216,-247,368,-247,201697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/11/2002,4,81,,,,0,20/11/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,תאומה לזכר -לא להזרעה,,04/12/2014,,,,,,,,,,,,20/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,29/01/2004,1,1,3391,2,,,,,1153,,3684,1153,371,1153,329697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/11/2002,4,60,,,,1,24/11/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,14.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,340,30/11/2003,,,,,,24/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
17.8,7010,346,2,1,,1,0,2,0,3,1,חולבות,12/03/2007,1,1,3884,2,,,,,1154,,3744,1154,372,1154,48,11.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/11/2002,4,24,,,,1,28/12/2005,,26/02/2007,14,16817.8,5,659.5,566,0,14115.2,529,438.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,17760,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13990,51.3,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,28/12/2005,,,,247,30/06/2003,,,,,,27/11/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,27/09/2006
,,,,0,,0,0,0,0,2,92,עגלות*,04/12/2002,1,1,3586,2,,,,,,,7008,-252,375,-252,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/12/2002,4,80,,,,1,01/12/2002,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0.1,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,,,,,,,,01/12/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
32.9,3811,123,2,0,,1,0,2,0,3,1,חולבות,15/01/2007,1,1,3901,2,,,,,1182,,3689,1182,439,1182,99,6.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/05/2003,4,30,,,,1,04/05/2006,,25/12/2006,8,9108.9,4,335,264.6,0,11453.8,415.8,329.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8678,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10079,43.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,04/05/2006,,,,182,30/11/2003,,,,,,24/05/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,25/12/2006
,,,,0,,1,0,5,0,3,1,חולבות,26/12/2010,1,1,3756,2,,,,,1183,,3443,1183,442,1183,387697081,20.2,2,15,-3.5,0.9,-0.03,0.01,0.02,5,95,-21,98,,,,,,,,,,,,,,,,,,,,,,-1.09,-0.885,26/05/2003,4,52,,,,1,28/11/2010,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,90.9,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,28/11/2010,,,,194,30/11/2003,,,,,,26/05/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
28.1,4813,595,2,1,,1,0,8,0,3,1,חולבות,25/08/2013,1,1,3923,2,,,,,1184,,5276,1184,443,1184,119,14.2,1,-22,-1.6,3.3,-0.01,0.03,0.06,-27,105,9,103,,,,,,,,,,,,,,,,,,,,,,0.57,1.53,29/05/2003,4,24,,,,1,22/12/2012,,05/08/2013,6,8777.7,5,330,284.6,0,10001.3,362.8,321.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8947,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10322,122.7,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,22/12/2012,,,,186,30/11/2003,,,,,,29/05/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,28/07/2013
23.9,7022,387,2,1,05/02/2008,1,1,2,0,3,1,חולבות,09/08/2007,1,1,3652,2,,,,,1185,,3795,1185,446,1185,108,10.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/06/2003,4,60,,,,1,07/08/2006,,15/07/2007,12,12464.7,2,473.3,458.1,0,10888.8,414.2,389.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13691,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12253,50,,0,,,00:00,,,,,04/05/2007,,04/12/2014,,0,,,,04/12/2014,07/08/2006,,,,178,30/11/2003,,,,,,06/06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,04/05/2007
31.8,5579,318,2,1,,1,0,4,0,3,1,חולבות,24/08/2010,1,1,3833,2,,,,,1214,,5195,1214,514,1214,188,11.5,1,226,9.1,1.1,0.01,-0.05,-0.16,114,104,185,105,,,,,,,,,,,,,,,,,,,,,,0.32,-0.355,22/10/2003,4,60,,,,1,08/08/2009,,12/07/2010,6,12505.2,7,445.2,365.3,0,11679.6,410.9,338.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,11811,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10807,81.9,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,08/08/2009,,,,40,22/10/2003,,,,,,22/10/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,11/05/2010
,,,,0,,0,0,0,0,2,92,עגלות*,24/10/2003,1,1,3652,2,,,,,,,3844,-331,516,-331,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/10/2003,4,80,40,,,1,24/10/2003,,,,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,,,,,40,24/10/2003,,,,,,24/10/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
16.1,5430,352,2,0,22/04/2009,0,1,3,0,3,3,הכנה להמלטה,19/04/2009,1,1,3304,2,,,,,1215,,3822,1215,520,1215,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/10/2003,4,69,,,,1,18/03/2008,26/02/2009,19/02/2009,12,13508.4,1,542,492.7,0,12435.5,494.3,446.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,15045,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13921,65.6,,0,,,00:00,,,,,19/07/2008,,04/12/2014,,0,,,,04/12/2014,18/03/2008,,,,40,28/10/2003,,,,,,28/10/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,19/07/2008
35.3,5579,2024,2,1,,1,0,3,0,3,1,חולבות,11/01/2009,1,4,4906,2,,,,,1216,,4931,1216,522,1216,201,17.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2003,4,60,,,,1,03/04/2008,,20/12/2008,9,10953.6,3,385.9,345.1,0,11427.4,398.8,360.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,10746,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11219,62.2,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,03/04/2008,,,,40,02/11/2003,,,,,,02/11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,27/10/2008
,,,,0,,1,0,5,0,3,1,חולבות,30/09/2010,1,4,3304,2,,,,,1217,,4936,1217,523,1217,317697081,11.4,1,-156,-15.7,-7.1,-0.09,-0.02,-0.23,-119,99,-104,108,,,,,,,,,,,,,,,,,,,,,,-0.58,-0.205,02/11/2003,3,15,,,,1,28/09/2010,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,82.8,,0,,,00:00,,,,,,,04/12/2014,,0,,,,04/12/2014,28/09/2010,,,,40,02/11/2003,,,,,,02/11/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,,
