r_last_halav,mispar_par_mazria,r_last_somatim,r_sug_last_hazraa,ri_hafsakat_hazraa,r_trc_hamlata_zfuy,ri_holevet,ri_hara,r_tahluva,c_status_bakar,c_shluha,c_kvuza,r_teur_kvuza,r_trc_yezia,c_knisa,c_geza,mispar_av_em,c_min,r_shem,c_zeva,r_otomati,r_kvia,r_ozen,c_par,mispar_par,k_zhy_unique,k_zhy_movil,c_em_unique,r_memuza_halav_yomi,r_memuza_halivot,r_ag_kg_halav,r_ag_kg_shuman,r_ag_kg_helbon,r_ag_ahuz_shuman,r_ag_ahuz_helbon,r_ag_ahuz_rts,r_ag_kg_hamam,r_calc_tpi,r_reglaim,ag_kg_halav_m,ag_kg_shuman_m,ag_kg_helbon_m,ag_ahuz_shuman_m,ag_ahuz_helbon_m,ag_ahuz_rts_m,ag_kg_hamam_m,r_calc_tpi_m,r_atin_klali_m,r_reglaim_m,ag_kg_halav_f,ag_kg_shuman_f,ag_kg_helbon_f,ag_ahuz_shuman_f,ag_ahuz_helbon_f,ag_ahuz_rts_f,ag_kg_hamam_f,r_calc_tpi_f,r_atin_klali_f,r_reglaim_f,comp_ag_brd_frt_f,r_horasha_tmotat_vladot,r_horasha_hamlata_k,r_atin_klali,r_trc_lida,c_ofen_yezia,c_siba,r_mishkal,r_mehir_kg,r_mehir_bakar,c_lakoah,r_trc_hatchala,r_trc_ybush,r_bikoret_ahron,r_bikoret,chalav_miz,azraa_aharon,suman_miz,chelbon_miz,lkaktuz_miz,chalav_metukan,suman_metukan,helbon_metukan,comp_se_em,comp_shem_em,comp_yamim_batchluva,comp_yemey_herayon,comp_shem_kone,comp_meshek_kodem,comp_yamim_mehazraa,comp_yamim_lehamlata,comp_yamim_leyebush,comp_mishkal_knisa,comp_mishkal_gmila,,comp_mishkal_leyom,comp_yamim_beyebush,comp_date_tzyun_hamlata,comp_derug_hamlata,comp_date_tzyun_chalav,comp_derug_si_halav,comp_date_tzyun_yoves,comp_derug_yovesh,comp_date_tzyun_emza_yoves,comp_derug_emza,comp_halav_yomi,comp_hamam_yomi,comp_srak,comp_rik,comp_menucha,comp_somatim_1,chamam_mitztaber,hefres_eder,halivot_aharon,chamam_bikoret_achrona,comp_date_drisha,comp_date_hapala,hmm_mtukan,copm_hmm_mtukan_befor,copm_helbon_mtukan_befor,copm_halav_mtukan_befor,copm_shuman_mtukan_befor,copm_ymei_heryon_befor,r_match_par_1,shem_mazriaa,comp_gova,comp_halav_p,comp_shuman_p,comp_hamam_p,comp_helbon_p,comp_match_par,r_hmm_muarah,comp_gil_bechodashim,comp_hmm_mtukan,c_pitum,date_comp_yamim_leyebush,comp_ashnot,shaa_mazriaa,comp_shuman_bikoert,comp_helbun_bikoert,comp_sapak,comp_avg_helbon_all_life,r_trc_hafraia,comp_tnuvat_haim,comp_trc_gova,comp_yebush_befor,r_ind_suman_leyezia,comp_avg_shuman_all_life,r_heara,comp_av_hhav,comp_trc_halav_yomi,comp_hamlata_haharon,comp_shuman_per_helbun_bikoert,comp_last_halav1,comp_null_integer,comp_mishkal,comp_date_mishkal,r_trc_knisa,r_trc_last_knisa,comp_shehut_kvuza,comp_null_dec,comp_eder_kodem,comp_month_lida,skila1,skila2,skila3,skila4,skila5,skila6,skila7,skila8,tami_skila1,tami_skila2,tami_skila3,tami_skila4,tami_skila5,tami_skila6,tami_skila7,tami_skila8,trc_skila1,trc_skila2,trc_skila3,trc_skila4,trc_skila5,trc_skila6,trc_skila7,trc_skila8,comp_peak,comp_peak_yamim,comp_mehir_knia,comp_yamim_hlv_kodem,comp_trc_avhana,comp_avhana,ext_sort_selected,comp_trc_hisun,comp_hisun,comp_ozen_old,ext_gil_hamlata1,ext_hatmada_h,ext_hatmada_p,comp_par_harbaa,comp_trc_par_harbaa,comp_erch_colostrum_1,comp_erch_colostrum_2,comp_erch_refractometers,comp_bne_bakar_remarks
44.7,,1375,,0,,1,0,2,0,3,93,חולבות*,10/04/2005,1,1,66666,2,,,,1085,,3646,3646,191,1085,270697081,21.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/11/2001,4,60,,,,1,02/01/2005,,17/03/2005,3,4616.7,0,162.7,137.1,0,11204.3,381,348.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,4384,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10779,40.9,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,02/01/2005,,,,578,30/06/2003,,,,,,01/11/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
22,7276,99,2,1,,1,0,2,0,3,93,חולבות*,30/12/2005,1,4,3208,2,,,,1086,,4906,4906,201,1086,158697081,19.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/11/2001,4,24,,,,1,14/12/2004,,22/12/2005,13,13983.8,8,499.2,464.7,0,11960.7,420,384.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,14202,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12230,49.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,14/12/2004,,,,560,30/06/2003,,,,,,01/11/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,3711,,2,0,25/10/2003,0,1,0,0,2,96,הכנה לעגלות*,15/10/2003,1,1,5179,2,,,,1087,,3617,3617,202,1087,355697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/11/2001,4,99,,,,1,24/11/2001,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,22.6,,0,,,00:00,,,,,22/01/2003,,13/05/2015,,0,,,,13/05/2015,,,,,466,30/06/2003,,,,,,01/11/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
44.3,,18,,1,,1,0,2,0,3,93,חולבות*,25/05/2005,1,1,3274,2,,,,1095,,3829,3829,217,1095,55,20.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2001,4,60,,,,1,23/02/2005,,17/05/2005,3,3768.6,0,133.6,115.3,0,10832.3,365,327.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3645,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10178,41.3,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,23/02/2005,,,,578,30/11/2003,,,,,,01/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
19.7,7368,194,2,1,,1,0,3,0,3,1,חולבות,10/11/2006,1,1,2357,2,,,,1096,,3822,3822,218,1096,173697081,10.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/12/2001,4,41,,,,1,01/12/2005,,30/10/2006,11,11690,3,466.9,437.5,0,10440.4,421.2,387.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13194,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12188,58.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,01/12/2005,,,,504,30/06/2003,,,,,,01/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
21.2,,66,,0,,1,0,1,0,3,94,מבכירות*,30/03/2004,1,1,3304,2,,,,1099,,3980,3980,222,1099,262697081,10.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/12/2001,4,61,,,,1,22/12/2003,,14/03/2004,3,2181,0,81.9,75.7,0,7776.9,284.7,267.1,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,2309,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7106,27,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,22/12/2003,,,,466,30/06/2003,,,,,,01/12/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
23.5,4730,240,2,1,,1,0,2,0,3,93,חולבות*,23/12/2005,1,1,5179,2,,,,1100,,3758,3758,228,1100,358697081,13.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/01/2002,4,60,,,,1,31/03/2005,,22/12/2005,9,8659.5,1,303,272.5,0,9406.3,328.1,292.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,8470,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9382,47.6,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,31/03/2005,,,,578,30/06/2003,,,,,,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,6,0,3,1,חולבות,23/02/2009,1,1,3089,2,,,,1101,,3863,3863,231,1101,37697081,10.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/01/2002,4,99,,,,1,19/02/2009,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,85.4,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,19/02/2009,,,,432,30/06/2003,,,,,,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,3980,,2,0,,0,0,0,0,2,92,עגלות*,28/11/2003,1,1,,2,,,,1102,,3863,3863,239,1102,156697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/01/2002,4,24,,,,1,22/01/2002,,,0,0,6,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,22.1,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,400,30/06/2003,,,,,,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,25/01/2002,1,1,3289,2,,,,,,3686,3686,242,-175,175697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/01/2002,4,80,,,,0,24/01/2002,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,0,,0,,,00:00,,,,,,,13/05/2015,,0,,תאומה לזכר -לא להזרעה,,13/05/2015,,,,,,,,,,,,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
15,,14895,,1,,1,0,3,0,3,1,חולבות,29/08/2006,1,1,5179,2,,,,1103,,3570,3570,244,1103,381697081,25.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2002,4,30,,,,1,18/06/2006,,21/08/2006,2,1682.9,0,77.5,57.5,0,6135.5,269.7,232.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,1900,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7281,54.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,18/06/2006,,,,658,30/11/2003,,,,,,01/01/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,3811,,2,0,29/02/2004,0,1,0,0,2,92,עגלות*,16/02/2004,1,1,3123,2,,,,1104,,3949,3949,245,1104,127697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/02/2002,4,60,,,,1,04/02/2002,,,0,0,1,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,24.3,,0,,,00:00,,,,,29/05/2003,,13/05/2015,,0,,,,13/05/2015,,,,,606,30/11/2003,,,,,,01/02/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
29.6,,109,,1,,1,0,5,0,3,1,חולבות,13/12/2009,1,1,3304,2,,,,1136,,3826,3826,325,1136,194697081,11.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/09/2002,4,60,,,,1,17/12/2008,,23/11/2009,9,15885.5,0,621.9,541.8,0,13400.4,525.8,455.2,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,16891,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,14990,87,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,17/12/2008,,,,457,30/11/2003,,,,,,01/09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,4,0,3,1,חולבות,20/09/2007,1,1,3274,2,,,,1137,,3651,3651,326,1137,250697081,8.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/09/2002,4,62,,,,1,20/09/2007,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,60.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,20/09/2007,,,,364,30/06/2003,,,,,,01/09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
28.8,,21,,1,,1,0,1,0,3,94,מבכירות*,21/06/2005,1,1,3304,2,,,,1138,,3684,3684,328,1138,245697081,15.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/09/2002,4,58,,,,1,10/11/2004,,17/05/2005,6,5878.4,0,230.3,199.9,0,9160,344.5,304.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6242,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8469,33.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,10/11/2004,,,,447,30/11/2003,,,,,,01/09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
26.9,7053,63,2,0,08/09/2008,0,1,4,0,3,2,יבשות,20/07/2008,1,1,3688,2,,,,1139,,3487,3487,330,1139,395697081,14.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/09/2002,4,5,,,,1,02/09/2007,18/07/2008,25/06/2008,10,11604.9,1,429.4,394.4,0,11320.1,418.5,380.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,12081,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11640,69.9,,0,,,00:00,,,,,06/12/2007,,13/05/2015,,0,,,,13/05/2015,02/09/2007,,,,,,,,,,,01/09/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,4,0,3,1,חולבות,05/03/2008,1,1,3274,2,,,,1140,,5232,5232,339,1140,261697081,5.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/10/2002,4,52,,,,1,23/02/2008,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,64.9,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,23/02/2008,,,,432,30/11/2003,,,,,,01/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,0,0,0,0,2,92,עגלות*,04/12/2002,1,1,3304,2,,,,1141,,3684,3684,340,1141,254697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/10/2002,4,80,,,,1,09/10/2002,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,1.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,,,,,,,,,,,,01/10/2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
22.9,3954,102,2,1,,1,0,1,0,3,94,מבכירות*,07/12/2005,1,1,5179,2,,,,1166,,7005,7005,399,1166,358697081,11.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/01/2003,4,24,,,,1,06/01/2005,,17/11/2005,11,9198.7,3,399.3,344.2,0,9864.2,418.4,357.5,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,10681,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,9792,34.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,06/01/2005,,,,325,30/11/2003,,,,,,01/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
44.9,,22,,1,,1,0,4,0,3,1,חולבות,11/01/2009,1,4,3799,2,,,,1167,,4922,4922,400,1167,307697081,20.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2003,4,69,,,,1,17/09/2008,,20/12/2008,4,5049.6,0,189,159.9,0,11496.5,429.7,368.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,5072,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11679,71.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,17/09/2008,,,,314,30/11/2003,,,,,,01/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,1,0,3,94,מבכירות*,21/10/2004,1,1,3308,2,,,,1168,,5247,5247,403,1168,277697081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2003,4,41,,,,1,20/10/2004,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,20.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,20/10/2004,,,,303,30/11/2003,,,,,,01/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
41.3,5568,184,2,0,15/04/2008,1,1,3,0,3,1,חולבות,25/11/2007,1,1,3333,2,,,,1169,,3651,3651,404,1169,203697081,1.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2003,4,51,,,,1,20/04/2007,,30/10/2007,7,9320.5,1,350.1,276.3,0,12034.1,447.6,361,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,9045,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11506,57.7,,0,,,00:00,,,,,13/07/2007,,13/05/2015,,0,,,,13/05/2015,20/04/2007,,,,349,30/11/2003,,,,,,01/01/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
24.8,,1358,,1,,1,0,1,0,3,94,מבכירות*,29/09/2005,1,1,5190,2,,,,1170,,7019,7019,405,1170,253697081,13.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/02/2003,4,68,,,,1,21/02/2005,,18/09/2005,7,6307.6,0,227.2,212.3,0,9889.2,357.7,327.4,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6472,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,8704,31.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,21/02/2005,,,,330,30/11/2003,,,,,,01/02/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,4,0,3,1,חולבות,08/07/2008,1,1,3889,2,,,,1171,,3795,3795,415,1171,78,4.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/03/2003,4,51,,,,1,01/07/2008,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,63.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,01/07/2008,,,,296,30/11/2003,,,,,,01/03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
29.6,5579,341,2,0,29/10/2008,1,1,3,0,3,1,חולבות,25/03/2008,1,1,3652,2,,,,1172,,3744,3744,417,1172,84,9.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/03/2003,4,61,,,,1,26/04/2007,,25/02/2008,10,12651,6,466.8,423.7,0,11466.4,425.9,377.6,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,13048,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,12090,60.1,,0,,,00:00,,,,,26/01/2008,,13/05/2015,,0,,,,13/05/2015,26/04/2007,,,,246,30/11/2003,,,,,,01/03/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
,,,,0,,1,0,7,0,3,1,חולבות,19/09/2011,1,1,3630,2,,,,1186,,3731,3731,447,1186,62,0.7,2,-7,-3.6,-0.3,-0.03,-0.01,-0.07,-163,-183,100,,,,,,,,,,,,,,,,,,,,,,0.05,-0.25,100,06/06/2003,3,15,,,,1,11/09/2011,,,0,0,0,0,0,0,0,0,0,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,,99.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,11/09/2011,,,,174,30/11/2003,,,,,,01/06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
46.1,5447,588,2,1,,1,0,4,0,3,1,חולבות,03/03/2009,1,1,3376,2,,,,1187,,3684,3684,448,1187,367697081,20.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/06/2003,4,60,,,,1,18/09/2008,,19/02/2009,6,7049.8,3,226.2,220.5,0,11988,390.3,379.9,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,6680,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11583,68.7,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,18/09/2008,,,,174,30/11/2003,,,,,,01/06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
34.9,,253,,0,,1,0,3,0,3,1,חולבות,20/11/2007,1,1,3652,2,,,,1188,,3795,3795,451,1188,104,6.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/06/2003,4,30,,,,1,08/08/2007,,30/10/2007,3,3638.9,0,133,121.9,0,9644.7,347.4,326.8,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,3742,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,10001,53.2,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,08/08/2007,,,,186,30/11/2003,,,,,,01/06/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
14,5579,664,2,0,20/09/2011,1,1,5,0,3,1,חולבות,15/03/2011,1,1,3651,2,,,,1189,,5276,5276,459,1189,130,6.3,1,50,14.3,4.3,0.11,0.02,-0.27,284,349,103,,,,,,,,,,,,,,,,,,,,,,0.545,2.025,103,11/07/2003,4,61,,,,1,19/03/2010,,08/03/2011,6,14034.9,8,546.1,467.5,0,12562.9,491.3,414.3,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,14696,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,13439,91.9,,0,,,00:00,,,,,17/12/2010,,13/05/2015,,0,,,,13/05/2015,19/03/2010,,,,143,30/11/2003,,,,,,01/07/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
24.8,7122,134,2,1,,1,0,2,0,3,1,חולבות,24/06/2007,1,1,3258,2,,,,1190,,5282,5282,461,1190,151697081,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/07/2003,4,60,,,,1,21/08/2006,,30/05/2007,8,10426.1,5,395.1,376.4,0,10551.5,394.3,368.9,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,11326,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,11242,46.8,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,21/08/2006,,,,150,30/11/2003,,,,,,01/07/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
24.5,,46,,1,,1,0,1,0,3,94,מבכירות*,05/01/2006,1,1,3089,2,,,,1191,,5267,5267,465,1191,310697081,12.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/08/2003,4,61,,,,1,28/10/2005,,22/12/2005,2,1457.6,0,62.4,50.3,0,8220.6,310.9,272.7,,        ,,,               ,               ,,,,,,,,,01/01/1900,,01/01/1900,,01/01/1900,,01/01/1900,,,,,,,,1610,,,,01/01/1900,01/01/1900,0,,,,,,,                                       ,,,,,,          ,7651,29,,0,,,00:00,,,,,,,13/05/2015,,0,,,,13/05/2015,28/10/2005,,,,116,30/11/2003,,,,,,01/08/2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,, ,,,,,,,,,,
